&
B_ C.23_C 58.6425 167.799
4.85 -0.605271 68.101 32.4785
&
P.23_ CA 1.23929 0.185543
1.55 0.00189786 0 1.00092e-05
1.65 0.00189786 0 1.03201e-05
1.75 0.00189786 0 1.08762e-05
1.85 0.00189786 0 1.37986e-05
1.95 0.00189786 0 1.98499e-05
2.05 0.00189786 0 3.77762e-05
2.15 0.00189786 0 5.87402e-05
2.25 0.00189786 0 9.30754e-05
2.35 0.00189786 0 0.00013007
2.45 0.00189786 0 0.000207936
2.55 0.00189786 0 0.000271404
2.65 0.00189786 0 0.0003773
2.75 0.00189786 0 0.000505542
2.9 0.00189786 0 0.00153226
3.1 0.00189786 0 0.0026111
3.3 0.00189786 0 0.00425005
3.5 -0.0442379 0.166667 0.0067179
3.7 -0.132383 0.75 0.00993263
3.95 -0.0196337 0.27381 0.0239402
4.25 0.00189786 0 0.0338484
4.55 0.00189786 0 0.0488655
4.85 0 0.0488095 0.0523189
&
P.23_ HOH 162.818 110.251
1.55 -6.07084 0.00671141 1.54572e-05
1.65 8.35065 0 0.000200181
1.75 8.35065 0 0.000530622
1.85 -2.15983 0.0909091 0.00226717
1.95 8.35065 0 0.00586285
2.05 8.35065 0 0.0165147
2.15 8.35065 0 0.0289717
2.25 1.99414 0.00671141 0.0493738
2.35 8.35065 0 0.0713559
2.45 8.35065 0 0.117625
2.55 3.13667 0.00671141 0.155337
2.65 3.47461 0.00671141 0.218261
2.75 0.720292 0.037037 0.294463
2.9 0.542906 0.168087 0.904545
3.1 0.121561 0.845568 1.5456
3.3 -0.373844 3.66183 2.51947
3.5 -1.22252 18.2607 3.98587
3.7 -1.35691 37.5183 5.89608
3.95 -0.902746 40.7665 14.2194
4.25 0 15.892 20.1069
4.55 0.0392136 15.9862 29.0301
4.85 0 29.5642 31.0822
&
P.23_ MG 4.17556 0.911972
1.55 0.0700715 0 1.00451e-05
1.65 0.0700715 0 1.15731e-05
1.75 0.0700715 0 1.43065e-05
1.85 0.0700715 0 2.86709e-05
1.95 0.0700715 0 5.84136e-05
2.05 0.0700715 0 0.000146524
2.15 0.0700715 0 0.000249565
2.25 0.0700715 0 0.000418327
2.35 0.0700715 0 0.000600159
2.45 -0.914403 0.030303 0.000982884
2.55 -0.811142 0.030303 0.00129484
2.65 0.0700715 0 0.00181533
2.75 0.0700715 0 0.00244566
2.9 0.0136627 0.00444444 0.00749213
3.1 -1.01049 0.5 0.0127948
3.3 0.0339525 0.00888889 0.0208504
3.5 -0.653485 2.03206 0.0329803
3.7 -0.52098 1.34023 0.0487811
3.95 0 0.111111 0.11763
4.25 0.0192044 0.0625 0.16633
4.55 0.0528187 0.0319151 0.240141
4.85 0.0568167 0.0238095 0.257115
&
P.23_ MN 1.0515 0.410774
1.55 0.00115878 0 1.00203e-05
1.65 0.00115878 0 1.07086e-05
1.75 0.00115878 0 1.19397e-05
1.85 0.00115878 0 1.84098e-05
1.95 0.00115878 0 3.18066e-05
2.05 0.00115878 0 7.14936e-05
2.15 0.00115878 0 0.000117906
2.25 0.00115878 0 0.00019392
2.35 0.00115878 0 0.000275822
2.45 0.00115878 0 0.00044821
2.55 0.00115878 0 0.00058872
2.65 -0.30123 0.25 0.000823163
2.75 -0.231963 0.25 0.00110708
2.9 0.00115878 0 0.00338013
3.1 0.00115878 0 0.00576857
3.3 -0.00382145 0.0403798 0.00939703
3.5 0.00115878 0 0.0148606
3.7 0.00115878 0 0.0219777
3.95 -0.0097486 0.5 0.052989
4.25 0.000944708 0.007365 0.0749246
4.55 0.00115878 0 0.108171
4.85 0.00108807 0.0037594 0.115816
&
P.23_ ZN 1.32013 1.43953
1.55 0.00297117 0 1.00713e-05
1.65 0.00297117 0 1.24832e-05
1.75 0.00297117 0 1.67977e-05
1.85 0.00297117 0 3.94716e-05
1.95 0.00297117 0 8.64199e-05
2.05 0.00297117 0 0.000225501
2.15 0.00297117 0 0.000388149
2.25 0.00297117 0 0.000654537
2.35 0.00297117 0 0.000941556
2.45 0.00297117 0 0.00154568
2.55 0.00297117 0 0.00203809
2.65 0.00297117 0 0.00285968
2.75 0.00297117 0 0.00385464
2.9 -0.0350105 0.2 0.0118204
3.1 -0.0229547 0.606711 0.0201905
3.3 -0.00293296 0.5 0.0329063
3.5 0.00259408 0.00671141 0.052053
3.7 0.00237542 0.00671141 0.0769943
3.95 0.00297117 0 0.185672
4.25 0.00297117 0 0.262543
4.55 0.00297117 0 0.379053
4.85 0.00297117 0 0.405846
&
P.35_ CA 49.5905 1.43737
1.55 4.80024 0 1.09256e-05
1.65 4.80024 0 1.21765e-05
1.75 4.80024 0 1.40034e-05
1.85 4.80024 0 1.56443e-05
1.95 4.80024 0 1.80986e-05
2.05 4.80024 0 2.09678e-05
2.15 4.80024 0 2.51228e-05
2.25 4.80024 0 2.7888e-05
2.35 -8.6406 0.5 3.41919e-05
2.45 -8.53172 0.555779 3.94514e-05
2.55 4.80024 0 4.96839e-05
2.65 -1.42087 0.00119969 8.32339e-05
2.75 -1.81425 0.201647 0.00015578
2.9 -6.75154 2.85129 0.00120612
3.1 -4.48212 2.42429 0.00496091
3.3 -5.15245 7.42479 0.014596
3.5 -5.49091 19.7174 0.0316548
3.7 -4.352 9.78888 0.0573807
3.95 -2.44598 2.95116 0.157796
4.25 -0.0289834 0.277265 0.269281
4.55 -0.873464 1.24858 0.382511
4.85 -0.645337 1.64828 0.517692
&
P.35_ HOH 4155.81 854.089
1.55 -7.23983 0.78053 0.000559979
1.65 -2.82776 0.08 0.00130327
1.75 -2.20279 0.104207 0.00238884
1.85 -0.955656 0.00920768 0.00336386
1.95 -0.2375 0.00611491 0.0048222
2.05 -2.25902 0.26576 0.0065271
2.15 1.4249 0.000276855 0.00899604
2.25 -1.33618 0.0509534 0.0106391
2.35 -0.5489 0.0249053 0.0143849
2.45 -3.76552 2.11968 0.0175101
2.55 -2.35989 0.621038 0.0235903
2.65 -2.72838 0.666296 0.0435259
2.75 -1.75367 1.30037 0.086633
2.9 -2.58417 10.4799 0.710752
3.1 -2.59463 47.8521 2.94186
3.3 -2.74804 146.565 8.66707
3.5 -3.0057 448.357 18.8035
3.7 -2.90841 814.519 34.0899
3.95 -2.14851 1055.4 93.757
4.25 -1.23047 608.686 160.002
4.55 -0.822824 524.082 227.284
4.85 -0.473384 493.841 307.609
&
P.35_ MG 495.191 7.06485
1.55 -9.05852 0.125 1.45493e-05
1.65 11.6753 0 2.06976e-05
1.75 11.6753 0 2.96773e-05
1.85 11.6753 0 3.77424e-05
1.95 -1.97466 0.00170146 4.98056e-05
2.05 -1.687 0.00112824 6.39082e-05
2.15 -1.70709 0.00150432 8.43308e-05
2.25 -4.28705 0.0190205 9.79218e-05
2.35 -5.91386 0.25788 0.000128906
2.45 -5.91259 0.317279 0.000154758
2.55 -7.85288 0.527631 0.000205052
2.65 -5.37239 0.340443 0.000369955
2.75 -7.57842 2.28525 0.000726528
2.9 -7.35519 15.038 0.00588912
3.1 -7.14581 73.455 0.0243444
3.3 -7.20768 206.957 0.0717022
3.5 -5.53338 86.8806 0.155548
3.7 -4.21598 35.7565 0.281995
3.95 -2.22174 18.9624 0.775549
4.25 -1.74057 14.4168 1.32351
4.55 -1.52092 23.2 1.88006
4.85 -1.27787 16.6484 2.54449
&
P.35_ MN 77.8329 3.18218
1.55 6.14101 0 1.20491e-05
1.65 6.14101 0 1.48185e-05
1.75 6.14101 0 1.88631e-05
1.85 6.14101 0 2.24959e-05
1.95 6.14101 0 2.79294e-05
2.05 6.14101 0 3.42815e-05
2.15 6.14101 0 4.34803e-05
2.25 6.14101 0 4.96021e-05
2.35 -2.8189 0.00116414 6.35583e-05
2.45 -4.9374 0.0105058 7.52023e-05
2.55 -1.22866 0.000662691 9.7856e-05
2.65 -3.59274 0.0577579 0.000172132
2.75 -4.05415 0.265984 0.000332741
2.9 -5.01058 1.37338 0.00265809
3.1 -6.51573 13.5387 0.0109708
3.3 -6.2732 27.16 0.0323019
3.5 -5.34779 22.3315 0.0700683
3.7 -2.41384 2.72517 0.127023
3.95 -1.63635 3.13089 0.349331
4.25 -1.70608 4.11454 0.596147
4.55 0 0.660529 0.846828
4.85 -0.653186 2.46217 1.14611
&
P.35_ ZN 116.537 11.1517
1.55 7.34585 0 1.7181e-05
1.65 7.34585 0 2.6886e-05
1.75 7.34585 0 4.10603e-05
1.85 7.34585 0 5.3791e-05
1.95 7.34585 0 7.28324e-05
2.05 -6.95744 0.1 9.50931e-05
2.15 7.34585 0 0.00012733
2.25 7.34585 0 0.000148783
2.35 -6.22559 0.1 0.000197692
2.45 -6.96462 0.252611 0.000238497
2.55 -6.90491 1.11718 0.000317886
2.65 -8.24298 2.99897 0.000578182
2.75 -8.54087 6.67865 0.00114103
2.9 -8.20186 36.9089 0.00929008
3.1 -6.6501 37.8539 0.0384214
3.3 -4.8886 17.6721 0.113175
3.5 -2.40314 4.34719 0.245525
3.7 0 0.663615 0.445118
3.95 -0.885361 3.03878 1.22418
4.25 0 2.0272 2.08914
4.55 0.545643 1.54914 2.96763
4.85 1.18285 1.2289 4.01643
&
S.21C_ HOH 83.5833 129.605
1.55 -0.926217 0.222222 0.0232602
1.65 7.66264 0 0.0627238
1.75 -0.607342 1 0.108937
1.85 7.66264 0 0.170761
1.95 7.66264 0 0.231337
2.05 7.66264 0 0.307753
2.15 7.66264 0 0.402971
2.25 7.66264 0 0.509138
2.35 7.66264 0 0.599522
2.45 1.2618 0.111111 0.73984
2.55 1.48204 0.111111 0.92312
2.65 0.372874 0.527778 1.04856
2.75 0 1.08333 1.2258
2.9 -0.336233 4.30556 3.07573
3.1 0 2.63889 4.02312
3.3 -0.516506 8.94444 5.33528
3.5 0 6.22222 6.87076
3.7 -0.19129 10.6389 8.78588
3.95 0.184805 9.75 18.707
4.25 0.190609 11.3889 22.6303
4.55 0.173096 12 25.4705
4.85 0.102449 14.6389 28.3525
&
S.21C_ MG 1 1.07206
1.55 0.00122761 0 0.000202321
1.65 0.00122761 0 0.000528756
1.75 0.00122761 0 0.000911019
1.85 0.00122761 0 0.00142242
1.95 0.00122761 0 0.00192349
2.05 0.00122761 0 0.00255559
2.15 0.00122761 0 0.00334321
2.25 0.00122761 0 0.0042214
2.35 0.00122761 0 0.00496904
2.45 0.00122761 0 0.00612972
2.55 0.00122761 0 0.00764578
2.65 0.00122761 0 0.00868342
2.75 0.00122761 0 0.0101495
2.9 0.00122761 0 0.0254517
3.1 0.00122761 0 0.0332884
3.3 0.00122761 0 0.0441423
3.5 0.00122761 0 0.0568434
3.7 0.00122761 0 0.0726849
3.95 0.00122761 0 0.154751
4.25 -8.41188e-05 1 0.187203
4.55 0.00122761 0 0.210697
4.85 0.00122761 0 0.234536
&
S.21C_ ZN 14 1.69223
1.55 1.31728 0 0.000313576
1.65 1.31728 0 0.000828847
1.75 1.31728 0 0.00143224
1.85 1.31728 0 0.00223948
1.95 1.31728 0 0.00303042
2.05 1.31728 0 0.00402816
2.15 1.31728 0 0.00527141
2.25 -4.8856 2 0.00665762
2.35 -4.65565 4.5 0.00783776
2.45 -3.97635 1.5 0.00966987
2.55 1.31728 0 0.0120629
2.65 1.31728 0 0.0137008
2.75 1.31728 0 0.016015
2.9 1.31728 0 0.0401693
3.1 1.31728 0 0.0525393
3.3 -0.863299 1 0.069672
3.5 1.31728 0 0.0897206
3.7 0 3 0.114726
3.95 -0.569464 0.5 0.244265
4.25 -0.832169 1 0.295491
4.55 -0.314051 0.5 0.332575
4.85 1.31728 0 0.370206
&
S.21P_ CA 0.00386847 0.0282192
1.55 2.24185e-08 0 1.50623e-05
1.65 2.24185e-08 0 2.36548e-05
1.75 2.24185e-08 0 3.37169e-05
1.85 2.24185e-08 0 4.71781e-05
1.95 2.24185e-08 0 6.03675e-05
2.05 2.24185e-08 0 7.70057e-05
2.15 2.24185e-08 0 9.77378e-05
2.25 2.24185e-08 0 0.000120854
2.35 2.24185e-08 0 0.000140533
2.45 2.24185e-08 0 0.000171085
2.55 2.24185e-08 0 0.000210991
2.65 2.24185e-08 0 0.000238304
2.75 2.24185e-08 0 0.000276894
2.9 2.24185e-08 0 0.000679685
3.1 2.24185e-08 0 0.000885964
3.3 2.24185e-08 0 0.00117166
3.5 2.24185e-08 0 0.00150599
3.7 0 0.00193424 0.00192297
3.95 2.24185e-08 0 0.00408313
4.25 2.24185e-08 0 0.00493736
4.55 1.4648e-08 0.00193424 0.00555575
4.85 2.24185e-08 0 0.00618327
&
S.21P_ HOH 16.0951 16.7679
1.55 -2.60742 0.25 0.00301806
1.65 1.73856 0 0.00812377
1.75 1.73856 0 0.0141027
1.85 1.73856 0 0.0221014
1.95 1.73856 0 0.0299386
2.05 1.73856 0 0.0398251
2.15 1.73856 0 0.0521441
2.25 1.61337 0.00193424 0.0658798
2.35 1.53186 0.00386847 0.0775735
2.45 1.65202 0.00193424 0.0957275
2.55 -1.1929 1.25193 0.11944
2.65 -0.379647 1.01161 0.135669
2.75 1.44663 0.0116054 0.158599
2.9 0 0.309961 0.39794
3.1 1.28677 0.0638298 0.520511
3.3 0.0679132 0.468292 0.690275
3.5 0.6818 0.344778 0.888931
3.7 -0.103369 1.28675 1.13671
3.95 -0.410223 4.21442 2.42028
4.25 -0.0796663 3.22216 2.92787
4.55 0.97231 0.231832 3.29532
4.85 0 3.42021 3.66819
&
S.21P_ MG 0.95648 0.138701
1.55 0 0.00193424 3.48821e-05
1.65 0.000872085 0 7.71154e-05
1.75 0.000872085 0 0.000126572
1.85 0.000872085 0 0.000192735
1.95 0 0.00193424 0.000257563
2.05 0 0.00193424 0.000339342
2.15 0 0.00193424 0.000441243
2.25 0 0.00386847 0.000554861
2.35 0.000872085 0 0.00065159
2.45 0 0.00773694 0.000801756
2.55 0 0.00386847 0.0009979
2.65 0.000872085 0 0.00113215
2.75 0 0.00193424 0.00132182
2.9 0 0.00386847 0.00330159
3.1 0.000872085 0 0.00431548
3.3 -0.0249871 0.251934 0.00571973
3.5 0.000415021 0.00386847 0.00736298
3.7 0.000155646 0.00773694 0.00941252
3.95 0 0.032882 0.02003
4.25 0 0.0522244 0.0242286
4.55 -0.00477549 0.47824 0.0272681
4.85 0 0.10058 0.0303525
&
S.21P_ MN 0.521277 0.0624743
1.55 0.000141252 0 2.12075e-05
1.65 0.000141252 0 4.02304e-05
1.75 0.000141252 0 6.25067e-05
1.85 0.000141252 0 9.23084e-05
1.95 0.000141252 0 0.000121508
2.05 0.000141252 0 0.000158344
2.15 0.000141252 0 0.000204242
2.25 0 0.00193424 0.000255419
2.35 0.000141252 0 0.000298987
2.45 0.000141252 0 0.000366626
2.55 0 0.00193424 0.000454974
2.65 0.000141252 0 0.000515442
2.75 0.000141252 0 0.000600875
2.9 0 0.00193424 0.00149261
3.1 1.09391e-06 0.00193424 0.00194929
3.3 0.000141252 0 0.0025818
3.5 0.000141252 0 0.00332196
3.7 0.000141252 0 0.00424512
3.95 -0.00377333 0.25 0.00902748
4.25 -0.00312134 0.251934 0.0109187
4.55 3.01582e-05 0.00967118 0.0122877
4.85 0.000121604 0.00193424 0.013677
&
S.21P_ ZN 0.503868 0.218937
1.55 0.00012754 0 4.92759e-05
1.65 0.00012754 0 0.000115941
1.75 0.00012754 0 0.000194006
1.85 0.00012754 0 0.000298445
1.95 0.00012754 0 0.000400774
2.05 0.00012754 0 0.000529861
2.15 0.00012754 0 0.00069071
2.25 -0.00622282 0.25 0.000870054
2.35 0.00012754 0 0.00102274
2.45 0.00012754 0 0.00125977
2.55 0.00012754 0 0.00156938
2.65 0 0.00193424 0.00178129
2.75 9.00277e-06 0.00193424 0.00208068
2.9 0.00012754 0 0.00520572
3.1 0.00012754 0 0.00680613
3.3 0.00012754 0 0.00902271
3.5 0.00012754 0 0.0116165
3.7 0.00012754 0 0.0148517
3.95 0.00012754 0 0.0316112
4.25 0.00012754 0 0.0382387
4.55 0.00012754 0 0.0430365
4.85 -0.000539452 0.25 0.0479051
&
S.23_ HOH 34.9614 26.0225
1.55 3.76786 0 2.77502e-05
1.65 3.76786 0 8.42729e-05
1.75 3.76786 0 0.000329882
1.85 3.76786 0 0.000807803
1.95 3.76786 0 0.00213739
2.05 3.76786 0 0.00414941
2.15 3.76786 0 0.00764285
2.25 3.76786 0 0.0108061
2.35 3.76786 0 0.0177398
2.45 3.76786 0 0.025153
2.55 3.76786 0 0.0385459
2.65 -2.34828 0.763333 0.0478514
2.75 3.76786 0 0.0656197
2.9 -0.2421 0.250376 0.195555
3.1 -0.948667 1.51333 0.347649
3.3 -0.965902 2.87371 0.540661
3.5 -0.643651 1.63523 0.849664
3.7 -1.40545 5.71624 1.37762
3.95 -0.655481 5.96384 3.06193
4.25 -0.0769612 4.83101 4.46541
4.55 0 5.48732 6.33467
4.85 0 5.92701 8.62864
&
S.23_ ZN 0.0133333 0.339772
1.55 3.91222e-05 0 1.02318e-05
1.65 3.91222e-05 0 1.09698e-05
1.75 3.91222e-05 0 1.41767e-05
1.85 3.91222e-05 0 2.04168e-05
1.95 3.91222e-05 0 3.77771e-05
2.05 3.91222e-05 0 6.40479e-05
2.15 3.91222e-05 0 0.000109661
2.25 3.91222e-05 0 0.000150964
2.35 3.91222e-05 0 0.000241497
2.45 3.91222e-05 0 0.000338289
2.55 3.91222e-05 0 0.00051316
2.65 3.91222e-05 0 0.00063466
2.75 3.91222e-05 0 0.000866658
2.9 3.91222e-05 0 0.00256321
3.1 3.91222e-05 0 0.00454909
3.3 3.91222e-05 0 0.00706922
3.5 3.91222e-05 0 0.0111038
3.7 3.91222e-05 0 0.0179973
3.95 3.91222e-05 0 0.0399891
4.25 3.91222e-05 0 0.0583143
4.55 2.8234e-05 0.0133333 0.082721
4.85 3.91222e-05 0 0.112673
&
S.31_ HOH 226.919 319.12
1.55 -1.50638 1.08077 0.0622481
1.65 10.3619 0 0.151638
1.75 3.36215 0.00376052 0.265693
1.85 6.05511 0.000514139 0.404082
1.95 10.3619 0 0.600027
2.05 10.3619 0 0.790206
2.15 0 1.00103 0.993625
2.25 4.46594 0.0103832 1.26034
2.35 1.72269 0.146104 1.53951
2.45 -0.163862 2.17654 1.84756
2.55 0 1.4653 2.2731
2.65 0.0703294 1.26603 2.61194
2.75 0 1.97461 3.10849
2.9 0 6.7174 7.54656
3.1 -0.101033 11.3952 10.3002
3.3 -0.888865 33.003 13.568
3.5 -0.266465 23.2953 17.846
3.7 -0.149647 25.3321 21.8112
3.95 0 28.5003 39.7911
4.25 0.135448 22.8871 50.8397
4.55 0.00517094 35.5657 58.2469
4.85 0.292186 31.0982 83.262
&
S.31_ MG 0.311569 2.63969
1.55 0.0181778 0 0.000524821
1.65 0.0181778 0 0.00126424
1.75 0.0181778 0 0.00220768
1.85 0.0181778 0 0.00335241
1.95 0.0181778 0 0.00497322
2.05 0.0181778 0 0.00654634
2.15 0.0181778 0 0.00822898
2.25 0.0181778 0 0.0104352
2.35 0.0181778 0 0.0127444
2.45 0.0181778 0 0.0152926
2.55 0.0181778 0 0.0188126
2.65 0.0181778 0 0.0216154
2.75 0.0181778 0 0.0257227
2.9 0.0181778 0 0.0624335
3.1 0.0181778 0 0.0852107
3.3 0.0181778 0 0.112242
3.5 0.0181778 0 0.147629
3.7 0.0181778 0 0.180428
3.95 0.0181182 0.00193424 0.329154
4.25 0.0070167 0.257737 0.420546
4.55 0.0171193 0.0290135 0.481816
4.85 0.0176153 0.0228846 0.688737
&
S.31_ MN 0.657715 1.18898
1.55 0.00167449 0 0.000241888
1.65 0.00167449 0 0.00057494
1.75 0.00167449 0 0.000999887
1.85 0.00167449 0 0.0015155
1.95 0.00167449 0 0.00224555
2.05 0.00167449 0 0.00295413
2.15 0.00167449 0 0.00371203
2.25 0.00167449 0 0.00470574
2.35 0.00167449 0 0.0057459
2.45 0.00167449 0 0.00689365
2.55 -0.028362 0.153846 0.00847913
2.65 -0.0701276 0.5 0.00974158
2.75 0.00167449 0 0.0115916
2.9 0.00167449 0 0.028127
3.1 0.00167449 0 0.0383864
3.3 0.00161513 0.00193424 0.050562
3.5 0.00167449 0 0.0665009
3.7 0.00167449 0 0.0812744
3.95 0.00167449 0 0.148264
4.25 0.00167449 0 0.189429
4.55 0.00167449 0 0.217027
4.85 0.00166895 0.00193424 0.310229
&
S.31_ ZN 39.8745 4.16671
1.55 4.15425 0 0.000822636
1.65 4.15425 0 0.0019898
1.75 4.15425 0 0.003479
1.85 4.15425 0 0.00528593
1.95 -3.76223 1.14286 0.00784436
2.05 -3.15008 0.928571 0.0103275
2.15 -3.93821 1.4767 0.0129835
2.25 -5.09008 8.76628 0.0164659
2.35 -6.57638 15.4659 0.0201111
2.45 -4.67283 3.92476 0.0241333
2.55 -3.42304 0.924242 0.0296895
2.65 -2.29353 1.14286 0.0341137
2.75 4.15425 0 0.0405971
2.9 0.164828 0.0833333 0.0985444
3.1 -1.28118 0.5 0.134498
3.3 -0.119455 1 0.177166
3.5 -1.44464 1 0.233023
3.7 -0.675301 1.50051 0.284796
3.95 0 0.500514 0.519558
4.25 -0.00593567 0.667832 0.663818
4.55 -0.109176 0.84965 0.760533
4.85 3.43275 0.000514139 1.08715
&
S.32C_ CA 1 1.014
1.55 0.00103949 0 2.68251e-05
1.65 0.00103949 0 7.93834e-05
1.75 0.00103949 0 0.000189807
1.85 0.00103949 0 0.000367361
1.95 0.00103949 0 0.000627419
2.05 0.00103949 0 0.000970548
2.15 0.00103949 0 0.00137465
2.25 0.00103949 0 0.00188395
2.35 0.00103949 0 0.00247697
2.45 0.00103949 0 0.0031823
2.55 0.00103949 0 0.00406192
2.65 0.00103949 0 0.00497104
2.75 0.00103949 0 0.00605756
2.9 0.00103949 0 0.0162607
3.1 0.00103949 0 0.0232598
3.3 0.00103949 0 0.0324049
3.5 0.00103949 0 0.0442926
3.7 0.00103949 0 0.0596054
3.95 0.00103949 0 0.125824
4.25 0.00103949 0 0.172849
4.55 0.00103949 0 0.235082
4.85 -0.00269627 1 0.278373
&
S.32C_ HOH 665.554 602.524
1.55 -3.63933 0.380952 0.0100076
1.65 12.5626 0 0.0412379
1.75 12.5626 0 0.106852
1.85 0 0.166667 0.212355
1.95 0.0783349 0.166667 0.366883
2.05 -0.0900291 0.624542 0.570772
2.15 12.5626 0 0.810892
2.25 0 1.1993 1.11352
2.35 2.3753 0.00673401 1.46589
2.45 2.49721 0.00804807 1.88501
2.55 -0.062711 2.5635 2.40768
2.65 1.94564 0.203367 2.94788
2.75 0.292425 1.64879 3.5935
2.9 0.0259841 7.53221 9.65622
3.1 -0.41439 20.9086 13.8152
3.3 -0.765152 41.3728 19.2492
3.5 -0.672003 51.5249 26.3129
3.7 -0.721567 72.8655 35.4119
3.95 -0.346633 105.732 74.7592
4.25 0 90.3096 102.702
4.55 0 119.545 139.681
4.85 0 148.795 165.404
&
S.32C_ MG 3.16915 4.98396
1.55 0.1164 0 9.26979e-05
1.65 0.1164 0 0.000351029
1.75 0.1164 0 0.000893777
1.85 0.1164 0 0.00176648
1.95 0.1164 0 0.0030447
2.05 0.1164 0 0.00473123
2.15 0.1164 0 0.00671745
2.25 0.1164 0 0.00922074
2.35 0.1164 0 0.0121355
2.45 0.1164 0 0.0156023
2.55 0.1164 0 0.0199258
2.65 0.1164 0 0.0243942
2.75 0.1164 0 0.0297346
2.9 0.1164 0 0.0798842
3.1 0.1164 0 0.114286
3.3 -0.211677 0.5 0.159235
3.5 0.1164 0 0.217665
3.7 0.1164 0 0.29293
3.95 0 0.5 0.618403
4.25 0 1 0.849538
4.55 0.0553706 0.5 1.15542
4.85 0 0.669151 1.3682
&
S.32C_ MN 0.2 2.24489
1.55 0.0112167 0 4.72491e-05
1.65 0.0112167 0 0.000163608
1.75 0.0112167 0 0.000408074
1.85 0.0112167 0 0.00080116
1.95 0.0112167 0 0.0013769
2.05 0.0112167 0 0.00213655
2.15 0.0112167 0 0.0030312
2.25 0.0112167 0 0.00415874
2.35 0.0112167 0 0.00547161
2.45 0.0112167 0 0.00703315
2.55 0.0112167 0 0.00898054
2.65 0.0112167 0 0.0109932
2.75 0.0112167 0 0.0133987
2.9 0.0112167 0 0.0359873
3.1 0.0112167 0 0.0514827
3.3 0.0112167 0 0.0717289
3.5 0.0112167 0 0.098047
3.7 0.0112167 0 0.131948
3.95 0.0112167 0 0.278549
4.25 0.0112167 0 0.382658
4.55 0.00691155 0.2 0.520436
4.85 0.0112167 0 0.616276
&
S.32C_ ZN 12.9704 7.86709
1.55 1.15462 0 0.000140537
1.65 1.15462 0 0.000548308
1.75 1.15462 0 0.00140503
1.85 1.15462 0 0.00278257
1.95 1.15462 0 0.00480022
2.05 1.15462 0 0.00746237
2.15 1.15462 0 0.0105976
2.25 1.15462 0 0.014549
2.35 -3.23398 1.5 0.0191499
2.45 1.15462 0 0.0246222
2.55 1.15462 0 0.0314467
2.65 -2.54805 1.5 0.0385
2.75 1.15462 0 0.0469298
2.9 1.15462 0 0.12609
3.1 1.12622 0.00262812 0.180393
3.3 -0.469926 1.14417 0.251344
3.5 1.15462 0 0.343574
3.7 -0.587383 1.00131 0.462379
3.95 1.15462 0 0.976133
4.25 0.0286655 1.28571 1.34097
4.55 -0.284656 5.12857 1.82381
4.85 0 1.40801 2.15968
&
S.32ar_ HOH 735.2 768.691
1.55 12.9903 0 0.0127648
1.65 12.9903 0 0.052608
1.75 12.9903 0 0.136318
1.85 12.9903 0 0.270917
1.95 12.9903 0 0.468061
2.05 12.9903 0 0.728179
2.15 12.9903 0 1.03452
2.25 12.9903 0 1.42061
2.35 1.30743 0.5 1.87016
2.45 12.9903 0 2.40486
2.55 0.296206 1.33333 3.07168
2.65 0 2.33333 3.76086
2.75 2.21582 0.5 4.58453
2.9 0.539323 4.60281 12.3193
3.1 -0.167173 20.8322 17.6252
3.3 -0.337255 34.4079 24.5578
3.5 -0.908048 83.2352 33.5696
3.7 -0.629914 84.8193 45.1779
3.95 -0.202711 116.81 95.3767
4.25 0 111.94 131.025
4.55 0 138.6 178.203
4.85 0 135.287 211.02
&
S.32ar_ ZN 8.09283 10.0367
1.55 0.69691 0 0.000176537
1.65 0.69691 0 0.000696766
1.75 0.69691 0 0.00178975
1.85 0.69691 0 0.00354721
1.95 0.69691 0 0.00612129
2.05 0.69691 0 0.00951763
2.15 0.69691 0 0.0135175
2.25 0.69691 0 0.0185586
2.35 0.69691 0 0.0244284
2.45 0.69691 0 0.0314099
2.55 0.69691 0 0.0401165
2.65 0.69691 0 0.049115
2.75 0.69691 0 0.0598696
2.9 0.69691 0 0.160861
3.1 0.69691 0 0.23014
3.3 0.69691 0 0.320659
3.5 -0.497272 1 0.438325
3.7 -0.399827 1.16667 0.589893
3.95 -0.275631 2.5 1.24533
4.25 0.478525 0.416667 1.71079
4.55 0.417391 0.747498 2.32679
4.85 0 2.262 2.75528
&
S.32es_ HOH 62.6977 69.9845
1.55 5.82281 0 0.00117124
1.65 5.82281 0 0.00479871
1.75 5.82281 0 0.01242
1.85 5.82281 0 0.0246744
1.95 5.82281 0 0.0426231
2.05 5.82281 0 0.0663053
2.15 5.82281 0 0.0941958
2.25 5.82281 0 0.129347
2.35 5.82281 0 0.170276
2.45 4.31238 0.00230415 0.218957
2.55 -0.327898 1.00691 0.279666
2.65 3.66691 0.00460829 0.342412
2.75 0.136117 0.364129 0.417402
2.9 0.252527 0.641634 1.1216
3.1 0 1.59053 1.60467
3.3 -0.457237 3.53575 2.23585
3.5 -0.411796 4.61812 3.05631
3.7 -0.331292 5.7334 4.11318
3.95 -0.305753 11.7981 8.68346
4.25 0 10.8459 11.929
4.55 0.0948174 9.82574 16.2243
4.85 0.0444473 12.7306 19.2121
&
S.32es_ MG 1.09697 0.578898
1.55 0.00131512 0 1.96055e-05
1.65 0.00131512 0 4.96113e-05
1.75 0.00131512 0 0.000112653
1.85 0.00131512 0 0.000214019
